# Source File: event_3813702_da880469-2471-45c2-ae44-d1251e636076.gsdata
# Data Type:   GS Data
# Record Count: 2100
# Format: dateTime (epoch ms), dateTime (UTC ISO), x, y, z
dateTime,dateTimeISO,x,y,z
1785331295030,2026-07-29T13:21:35.030Z,155,-210,792
1785331295040,2026-07-29T13:21:35.040Z,97,-131,1091
1785331295050,2026-07-29T13:21:35.050Z,-135,-159,1000
1785331295060,2026-07-29T13:21:35.060Z,-31,-128,1034
1785331295070,2026-07-29T13:21:35.070Z,-141,-115,927
1785331295080,2026-07-29T13:21:35.080Z,-91,-48,902
1785331295090,2026-07-29T13:21:35.090Z,-91,-48,902
1785331295100,2026-07-29T13:21:35.100Z,103,-101,1020
1785331295110,2026-07-29T13:21:35.110Z,79,-175,1015
1785331295120,2026-07-29T13:21:35.120Z,-22,-255,940
1785331295130,2026-07-29T13:21:35.130Z,-225,-267,906
1785331295140,2026-07-29T13:21:35.140Z,-75,-187,1022
1785331295150,2026-07-29T13:21:35.150Z,-205,-157,988
1785331295160,2026-07-29T13:21:35.160Z,-325,-110,1102
1785331295170,2026-07-29T13:21:35.170Z,-52,-88,1178
1785331295180,2026-07-29T13:21:35.180Z,-268,-137,1084
1785331295190,2026-07-29T13:21:35.190Z,32,-170,1150
1785331295200,2026-07-29T13:21:35.200Z,54,-172,1119
1785331295210,2026-07-29T13:21:35.210Z,-44,-143,1094
1785331295220,2026-07-29T13:21:35.220Z,-109,-181,1189
1785331295230,2026-07-29T13:21:35.230Z,-258,-114,1054
1785331295240,2026-07-29T13:21:35.240Z,-87,-89,987
1785331295250,2026-07-29T13:21:35.250Z,48,-104,1070
1785331295260,2026-07-29T13:21:35.260Z,-125,-85,1134
1785331295270,2026-07-29T13:21:35.270Z,-1,-171,1194
1785331295280,2026-07-29T13:21:35.280Z,-29,-228,1016
1785331295290,2026-07-29T13:21:35.290Z,-26,-221,934
1785331295300,2026-07-29T13:21:35.300Z,-97,-68,1102
1785331295310,2026-07-29T13:21:35.310Z,-97,-68,1102
1785331295320,2026-07-29T13:21:35.320Z,-206,-12,977
1785331295330,2026-07-29T13:21:35.330Z,-80,-59,1010
1785331295340,2026-07-29T13:21:35.340Z,-134,-132,982
1785331295350,2026-07-29T13:21:35.350Z,-80,-183,1055
1785331295360,2026-07-29T13:21:35.360Z,-108,-206,999
1785331295370,2026-07-29T13:21:35.370Z,-98,-134,1011
